"sicbl_vintage","sicbl_code","sicbl_name","denominator","population"
2026,"E38000263","NHS Greater Manchester ICB - 01Y","working_age_18_66",144940
2026,"E38000265","NHS Surrey and Sussex ICB - 70F","aged_16_59",471906
2026,"E38000265","NHS Surrey and Sussex ICB - 70F","children_0_15",157610
2026,"E38000265","NHS Surrey and Sussex ICB - 70F","older_60_plus",263291
2026,"E38000265","NHS Surrey and Sussex ICB - 70F","total",892807
2026,"E38000265","NHS Surrey and Sussex ICB - 70F","working_age_18_66",530232
2026,"E38000266","NHS Hampshire and Isle of Wight ICB - D9Y0V","aged_16_59",988692
2026,"E38000266","NHS Hampshire and Isle of Wight ICB - D9Y0V","children_0_15",317141
2026,"E38000266","NHS Hampshire and Isle of Wight ICB - D9Y0V","older_60_plus",504354
2026,"E38000266","NHS Hampshire and Isle of Wight ICB - D9Y0V","total",1810187
2026,"E38000266","NHS Hampshire and Isle of Wight ICB - D9Y0V","working_age_18_66",1104849
2026,"E38000267","NHS Surrey and Sussex ICB - 92A","aged_16_59",679770
2026,"E38000267","NHS Surrey and Sussex ICB - 92A","children_0_15",233882
2026,"E38000267","NHS Surrey and Sussex ICB - 92A","older_60_plus",303396
2026,"E38000267","NHS Surrey and Sussex ICB - 92A","total",1217048
2026,"E38000267","NHS Surrey and Sussex ICB - 92A","working_age_18_66",745719
2026,"E38000268","NHS Thames Valley ICB - U2G6B","aged_16_59",259022
2026,"E38000268","NHS Thames Valley ICB - U2G6B","children_0_15",94639
2026,"E38000268","NHS Thames Valley ICB - U2G6B","older_60_plus",87625
2026,"E38000268","NHS Thames Valley ICB - U2G6B","total",441286
2026,"E38000268","NHS Thames Valley ICB - U2G6B","working_age_18_66",278063
