"sicbl_vintage","sicbl_code","sicbl_nhs_code","sicbl_name","icb_code","icb_name","index","index_label","scale","avg_score","weight_pop","n_lsoa","mhclg_comparison_available"
2023,"E38000265","70F","NHS Sussex ICB - 70F","E54000064","NHS Sussex Integrated Care Board","sub_geo_barriers","Geographical Barriers sub-domain","untransformed_subdomain",40.260159,892807,532,FALSE
2023,"E38000006","02P","NHS South Yorkshire ICB - 02P","E54000061","NHS South Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.826201,246448,148,FALSE
2023,"E38000007","99E","NHS Mid and South Essex ICB - 99E","E54000026","NHS Mid and South Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.364271,266158,160,FALSE
2023,"E38000008","02Q","NHS Nottingham and Nottinghamshire ICB - 02Q","E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-3.065837,119985,69,FALSE
2023,"E38000014","00Q","NHS Lancashire and South Cumbria ICB - 00Q","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",2.148151,155823,91,FALSE
2023,"E38000015","00R","NHS Lancashire and South Cumbria ICB - 00R","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.400957,141648,94,FALSE
2023,"E38000016","00T","NHS Greater Manchester ICB - 00T","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.301168,299153,177,FALSE
2023,"E38000021","09D","NHS Sussex ICB - 09D","E54000064","NHS Sussex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.872625,278370,165,FALSE
2023,"E38000024","00V","NHS Greater Manchester ICB - 00V","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.031717,194590,120,FALSE
2023,"E38000025","02T","NHS West Yorkshire ICB - 02T","E54000054","NHS West Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.798147,207660,129,FALSE
2023,"E38000028","04Y","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.483444,137724,84,FALSE
2023,"E38000030","99F","NHS Mid and South Essex ICB - 99F","E54000026","NHS Mid and South Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.244499,176938,110,FALSE
2023,"E38000034","00X","NHS Lancashire and South Cumbria ICB - 00X","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.684059,180486,107,FALSE
2023,"E38000044","02X","NHS South Yorkshire ICB - 02X","E54000061","NHS South Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.593675,310964,199,FALSE
2023,"E38000045","11J","NHS Dorset ICB - 11J","E54000041","NHS Dorset Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.176227,785932,463,FALSE
2023,"E38000049","06K","NHS Hertfordshire and West Essex ICB - 06K","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.359073,574368,342,FALSE
2023,"E38000050","01A","NHS Lancashire and South Cumbria ICB - 01A","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.545959,397304,244,FALSE
2023,"E38000051","03W","NHS Leicester, Leicestershire and Rutland ICB - 03W","E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.540711,350667,200,FALSE
2023,"E38000052","02Y","NHS Humber and North Yorkshire ICB - 02Y","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-5.287097,321763,199,FALSE
2023,"E38000053","05D","NHS Staffordshire and Stoke-on-Trent ICB - 05D","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.583325,136573,78,FALSE
2023,"E38000062","11M","NHS Gloucestershire ICB - 11M","E54000043","NHS Gloucestershire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.143055,652666,393,FALSE
2023,"E38000068","01F","NHS Cheshire and Merseyside ICB - 01F","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.719723,129008,80,FALSE
2023,"E38000079","06N","NHS Hertfordshire and West Essex ICB - 06N","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.628026,610224,360,FALSE
2023,"E38000080","01D","NHS Greater Manchester ICB - 01D","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.401222,226950,135,FALSE
2023,"E38000085","03F","NHS Humber and North Yorkshire ICB - 03F","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.342734,268677,168,FALSE
2023,"E38000086","06L","NHS Suffolk and North East Essex ICB - 06L","E54000023","NHS Suffolk and North East Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.595802,414577,240,FALSE
2023,"E38000089","11N","NHS Cornwall and the Isles of Scilly ICB - 11N","E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.020019,577813,337,FALSE
2023,"E38000091","01J","NHS Cheshire and Merseyside ICB - 01J","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.159948,157107,100,FALSE
2023,"E38000097","04C","NHS Leicester, Leicestershire and Rutland ICB - 04C","E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",4.898302,372495,200,FALSE
2023,"E38000101","99A","NHS Cheshire and Merseyside ICB - 99A","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.443782,495849,302,FALSE
2023,"E38000106","06Q","NHS Mid and South Essex ICB - 06Q","E54000026","NHS Mid and South Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.803651,408587,242,FALSE
2023,"E38000117","06T","NHS Suffolk and North East Essex ICB - 06T","E54000023","NHS Suffolk and North East Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.739212,346048,206,FALSE
2023,"E38000119","03H","NHS Humber and North Yorkshire ICB - 03H","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.16608,157745,107,FALSE
2023,"E38000122","03K","NHS Humber and North Yorkshire ICB - 03K","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.164139,170085,103,FALSE
2023,"E38000126","05G","NHS Staffordshire and Stoke-on-Trent ICB - 05G","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.654808,213258,134,FALSE
2023,"E38000127","99C","NHS North East and North Cumbria ICB - 99C","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-3.1391,210512,133,FALSE
2023,"E38000130","00L","NHS North East and North Cumbria ICB - 00L","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-3.754743,324286,200,FALSE
2023,"E38000135","00Y","NHS Greater Manchester ICB - 00Y","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",2.32924,243993,142,FALSE
2023,"E38000136","10Q","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.90697,720757,419,FALSE
2023,"E38000137","10R","NHS Hampshire and Isle of Wight ICB - 10R","E54000042","NHS Hampshire and Isle of Wight Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",2.421769,208949,125,FALSE
2023,"E38000141","03L","NHS South Yorkshire ICB - 03L","E54000061","NHS South Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.426776,268267,170,FALSE
2023,"E38000143","01G","NHS Greater Manchester ICB - 01G","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",2.185288,278867,161,FALSE
2023,"E38000146","03N","NHS South Yorkshire ICB - 03N","E54000061","NHS South Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.143902,564702,343,FALSE
2023,"E38000150","11X","NHS Somerset ICB - 11X","E54000038","NHS Somerset Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.385699,577091,339,FALSE
2023,"E38000153","05Q","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.566041,231478,140,FALSE
2023,"E38000161","01T","NHS Cheshire and Merseyside ICB - 01T","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.382658,163734,112,FALSE
2023,"E38000163","00N","NHS North East and North Cumbria ICB - 00N","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.890439,148608,103,FALSE
2023,"E38000168","99G","NHS Mid and South Essex ICB - 99G","E54000026","NHS Mid and South Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.626941,180884,108,FALSE
2023,"E38000170","01V","NHS Cheshire and Merseyside ICB - 01V","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.705607,117305,79,FALSE
2023,"E38000172","01X","NHS Cheshire and Merseyside ICB - 01X","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.057488,184728,121,FALSE
2023,"E38000173","05V","NHS Staffordshire and Stoke-on-Trent ICB - 05V","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-3.378438,159211,93,FALSE
2023,"E38000174","01W","NHS Greater Manchester ICB - 01W","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.142557,297191,191,FALSE
2023,"E38000175","05W","NHS Staffordshire and Stoke-on-Trent ICB - 05W","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.400161,268058,168,FALSE
2023,"E38000176","00P","NHS North East and North Cumbria ICB - 00P","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.655331,277512,185,FALSE
2023,"E38000185","07G","NHS Mid and South Essex ICB - 07G","E54000026","NHS Mid and South Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.489269,176788,100,FALSE
2023,"E38000187","02A","NHS Greater Manchester ICB - 02A","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.948512,236651,139,FALSE
2023,"E38000188","03Q","NHS Humber and North Yorkshire ICB - 03Q","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.3869,364227,212,FALSE
2023,"E38000190","03R","NHS West Yorkshire ICB - 03R","E54000054","NHS West Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.43014,356978,215,FALSE
2023,"E38000194","02E","NHS Cheshire and Merseyside ICB - 02E","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.60833,211797,132,FALSE
2023,"E38000197","07H","NHS Hertfordshire and West Essex ICB - 07H","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.116651,322128,185,FALSE
2023,"E38000200","02G","NHS Lancashire and South Cumbria ICB - 02G","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-3.049665,119360,73,FALSE
2023,"E38000201","04V","NHS Leicester, Leicestershire and Rutland ICB - 04V","E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.550593,413498,234,FALSE
2023,"E38000204","07K","NHS Suffolk and North East Essex ICB - 07K","E54000023","NHS Suffolk and North East Essex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.992733,237570,137,FALSE
2023,"E38000205","02H","NHS Greater Manchester ICB - 02H","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.758137,334014,200,FALSE
2023,"E38000208","12F","NHS Cheshire and Merseyside ICB - 12F","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-4.17178,322439,209,FALSE
2023,"E38000212","13T","NHS North East and North Cumbria ICB - 13T","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.118543,504324,306,FALSE
2023,"E38000215","01H","NHS North East and North Cumbria ICB - 01H","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.359987,322409,207,FALSE
2023,"E38000217","14L","NHS Greater Manchester ICB - 14L","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",4.480337,566778,295,FALSE
2023,"E38000221","15A","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.158116,519522,302,FALSE
2023,"E38000222","15C","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.403309,993108,581,FALSE
2023,"E38000223","14Y","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.585575,563782,335,FALSE
2023,"E38000225","15F","NHS West Yorkshire ICB - 15F","E54000054","NHS West Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.596783,820802,488,FALSE
2023,"E38000226","02M","NHS Lancashire and South Cumbria ICB - 02M","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.749055,200311,121,FALSE
2023,"E38000227","01E","NHS Lancashire and South Cumbria ICB - 01E","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.147909,211900,127,FALSE
2023,"E38000228","01K","NHS Lancashire and South Cumbria ICB - 01K","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.885501,331324,203,FALSE
2023,"E38000230","15N","NHS Devon ICB - 15N","E54000037","NHS Devon Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.636081,1232580,729,FALSE
2023,"E38000231","92G","NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G","E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.468585,954449,569,FALSE
2023,"E38000232","36J","NHS West Yorkshire ICB - 36J","E54000054","NHS West Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.300932,604663,342,FALSE
2023,"E38000233","27D","NHS Cheshire and Merseyside ICB - 27D","E54000008","NHS Cheshire and Merseyside Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-3.181289,768386,466,FALSE
2023,"E38000234","84H","NHS North East and North Cumbria ICB - 84H","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.885837,527704,330,FALSE
2023,"E38000235","97R","NHS Sussex ICB - 97R","E54000064","NHS Sussex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.284323,551007,332,FALSE
2023,"E38000236","18C","NHS Herefordshire and Worcestershire ICB - 18C","E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.776068,798019,491,FALSE
2023,"E38000237","91Q","NHS Kent and Medway ICB - 91Q","E54000032","NHS Kent and Medway Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.282065,1877417,1107,FALSE
2023,"E38000238","71E","NHS Lincolnshire ICB - 71E","E54000013","NHS Lincolnshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.405519,775864,435,FALSE
2023,"E38000239","26A","NHS Norfolk and Waveney ICB - 26A","E54000022","NHS Norfolk and Waveney Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.941297,1042267,624,FALSE
2023,"E38000240","93C","NHS North Central London ICB - 93C","E54000028","NHS North Central London Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",4.561732,1417144,806,FALSE
2023,"E38000241","42D","NHS Humber and North Yorkshire ICB - 42D","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.672262,430525,269,FALSE
2023,"E38000243","52R","NHS Nottingham and Nottinghamshire ICB - 52R","E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.228138,1042493,615,FALSE
2023,"E38000244","72Q","NHS South East London ICB - 72Q","E54000030","NHS South East London Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",3.196529,1796537,1040,FALSE
2023,"E38000245","36L","NHS South West London ICB - 36L","E54000031","NHS South West London Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.277676,1511629,878,FALSE
2023,"E38000247","16C","NHS North East and North Cumbria ICB - 16C","E54000050","NHS North East and North Cumbria Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.50451,689123,425,FALSE
2023,"E38000249","M1J4Y","NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y","E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.52432,1016380,587,FALSE
2023,"E38000251","B2M3M","NHS Coventry and Warwickshire ICB - B2M3M","E54000018","NHS Coventry and Warwickshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.808321,960602,557,FALSE
2023,"E38000252","D4U1Y","NHS Frimley ICB - D4U1Y","E54000034","NHS Frimley Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.501775,774255,455,FALSE
2023,"E38000253","D9Y0V","NHS Hampshire and Isle of Wight ICB - D9Y0V","E54000042","NHS Hampshire and Isle of Wight Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.85839,1633583,1001,FALSE
2023,"E38000254","X2C4Y","NHS West Yorkshire ICB - X2C4Y","E54000054","NHS West Yorkshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.143501,437794,260,FALSE
2023,"E38000255","A3A8R","NHS North East London ICB - A3A8R","E54000029","NHS North East London Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",4.549302,2026631,1087,FALSE
2023,"E38000256","W2U3Z","NHS North West London ICB - W2U3Z","E54000027","NHS North West London Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",5.032625,2117102,1183,FALSE
2023,"E38000257","M2L0M","NHS Shropshire, Telford and Wrekin ICB - M2L0M","E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.920274,516479,313,FALSE
2023,"E38000258","15E","NHS Birmingham and Solihull ICB - 15E","E54000055","NHS Birmingham and Solihull Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.684297,1372005,793,FALSE
2023,"E38000259","D2P2L","NHS Black Country ICB - D2P2L","E54000062","NHS Black Country Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.941413,1223619,723,FALSE
2023,"E38000260","06H","NHS Cambridgeshire and Peterborough ICB - 06H","E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.834398,928260,527,FALSE
2023,"E38000261","15M","NHS Derby and Derbyshire ICB - 15M","E54000058","NHS Derby and Derbyshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-2.189711,1067075,651,FALSE
2023,"E38000262","78H","NHS Northamptonshire ICB - 78H","E54000059","NHS Northamptonshire Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-1.805054,792755,443,FALSE
2023,"E38000263","01Y","NHS Greater Manchester ICB - 01Y","E54000057","NHS Greater Manchester Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",1.56738,232806,142,FALSE
2023,"E38000264","92A","NHS Surrey Heartlands ICB - 92A","E54000063","NHS Surrey Heartlands Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",-0.543752,1060683,624,FALSE
2023,"E38000265","70F","NHS Sussex ICB - 70F","E54000064","NHS Sussex Integrated Care Board","sub_wider_barriers","Wider Barriers sub-domain","untransformed_subdomain",0.197184,892807,532,FALSE
2023,"E38000006","02P","NHS South Yorkshire ICB - 02P","E54000061","NHS South Yorkshire Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.149068,246448,148,FALSE
2023,"E38000007","99E","NHS Mid and South Essex ICB - 99E","E54000026","NHS Mid and South Essex Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.381761,266158,160,FALSE
2023,"E38000008","02Q","NHS Nottingham and Nottinghamshire ICB - 02Q","E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.071254,119985,69,FALSE
2023,"E38000014","00Q","NHS Lancashire and South Cumbria ICB - 00Q","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.455539,155823,91,FALSE
2023,"E38000015","00R","NHS Lancashire and South Cumbria ICB - 00R","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.697781,141648,94,FALSE
2023,"E38000016","00T","NHS Greater Manchester ICB - 00T","E54000057","NHS Greater Manchester Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.256496,299153,177,FALSE
2023,"E38000021","09D","NHS Sussex ICB - 09D","E54000064","NHS Sussex Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.125843,278370,165,FALSE
2023,"E38000024","00V","NHS Greater Manchester ICB - 00V","E54000057","NHS Greater Manchester Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.250981,194590,120,FALSE
2023,"E38000025","02T","NHS West Yorkshire ICB - 02T","E54000054","NHS West Yorkshire Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.689908,207660,129,FALSE
2023,"E38000028","04Y","NHS Staffordshire and Stoke-on-Trent ICB - 04Y","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.287254,137724,84,FALSE
2023,"E38000030","99F","NHS Mid and South Essex ICB - 99F","E54000026","NHS Mid and South Essex Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.252436,176938,110,FALSE
2023,"E38000034","00X","NHS Lancashire and South Cumbria ICB - 00X","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.177355,180486,107,FALSE
2023,"E38000044","02X","NHS South Yorkshire ICB - 02X","E54000061","NHS South Yorkshire Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.10632,310964,199,FALSE
2023,"E38000045","11J","NHS Dorset ICB - 11J","E54000041","NHS Dorset Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.078529,785932,463,FALSE
2023,"E38000049","06K","NHS Hertfordshire and West Essex ICB - 06K","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.30367,574368,342,FALSE
2023,"E38000050","01A","NHS Lancashire and South Cumbria ICB - 01A","E54000048","NHS Lancashire and South Cumbria Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.72024,397304,244,FALSE
2023,"E38000051","03W","NHS Leicester, Leicestershire and Rutland ICB - 03W","E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.229785,350667,200,FALSE
2023,"E38000052","02Y","NHS Humber and North Yorkshire ICB - 02Y","E54000051","NHS Humber and North Yorkshire Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.009418,321763,199,FALSE
2023,"E38000053","05D","NHS Staffordshire and Stoke-on-Trent ICB - 05D","E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",-0.029605,136573,78,FALSE
2023,"E38000062","11M","NHS Gloucestershire ICB - 11M","E54000043","NHS Gloucestershire Integrated Care Board","sub_indoors","Indoors sub-domain","untransformed_subdomain",0.010295,652666,393,FALSE
